tweets,Sentiment
"we're all responding to covid-19 in different ways...
1.those who are feeding the panic and posting about hoarding food and supplies
2.those who are exercising social responsibility and being  mindful of others, probably less fortunate than us, by getting only what they need.",Negative
why does every supermarket and hospital have automatic sliding doors but literally every other building dosent? maybe to decrease the amount of germs that spread from person to person by a single door handle. it should be in every building in 2020 #coronavirus #covid19 #coronausa,Neutral
"@crashband7 your best understanding isnt necessarily my intention. whatever the case: personal risk assessment is something everyone must do and not delegate to authorities. supermarket workers, doctors, everyone. and it doesnt start and end with covi",Positive
"@sw_help as no one apart from emergency workers and supermarket staff will be using the reduced train service from next week, cant sw trains help them all fight the coronavirus battle by making all station car parks free to these workers who are helping",Positive
indian farmer banwarilal bhardwaj was planning to buy a car after harvesting his winter sown crops that were promising bumper returns but has shattered that dream undermining farm commodity prices as it spreads around the world,Extremely Negative
#coronavirus: website calculates how long your #toiletpaper supply will last  #wftv,Neutral
"sencorp. converted two machines typically used for consumer products in the plastic industry to run the material used in the production of the n95 masks. each machine is capable of producing about 3 million masks per week, the company says.",Positive
"here are some important contact numbers if you feel you may be getting scammed: 

citizens advice consumer helpline: 0808 223 11 33 

to report a scam to action fraud: 0300 123 2040

#coronavirus #scamaware",Extremely Negative
"no returns at from hoarders
they could be returning them from a contaminated environment  and put shop workers at risk who  have to handle them. #supermarket @asda @tesco @sainsburys @lidlgb @morrisons #coronavirusuk #covid_19 #hoarders #looroll #stayathome #staysafe",Negative
my grocery store has new safety precautions #coronavirus,Positive
so while we re all busy flattening the curve schools close indefinitely childcare is closed one parent will need to quit a job to cover the gap until school starts again in august but don t panic we ve got plenty of food  supplies ignore those empty shelves,Extremely Negative
check out our study of 10k leisure travelers and their thoughts about future travel,Neutral
keep calm and clean on tissue and are produced domestically in japan  there is no shortage of supply,Positive
"reviewing national reporting, i am now aware of fraudsters going door to door offering fake chemical cleaning to prevent #covid_19 contamination. this is a scam. risk is victims being charged high prices or subject of distraction burglary. any issues call 999. #ukbidscv19",Extremely Negative
bannon we re a consumer driven economy if you have permanent demand destruction you have a very different econ on the other side of this that s why you ve got to crush this listen  watch,Extremely Negative
great prices on masks free shipping order online,Extremely Positive
"does anyone else feel confused by the market's rise? ?

i don't foresee #socialdistancing declining significantly until a reliable #vaccine is found ?

instead, i see industries/events have a continued slowdown from persistent consumer behavior change.

what am i missing?",Negative
"oh no, no warning here. the driver was too lazy to walk a few extra feet to get to the grocery store to buy something that he really didn't need. charged for parking in a disabled parking spot. expensive lesson. #pappystips #stayhome #covid2019 #enoughisenough",Extremely Negative
managing covid-19 disruption: online accessibility and anti-discrimination in schools  #insurance,Negative
"#ifcci organized a webinar on the impact of #covid-19 on retail and #consumer goods &; services sectors on wednesday, 8th april 2020, in association with @trilegallaw. 
it was an insightful session with over 65 participants in an interactive q&;a session.",Neutral
@ebay somebody is auctioning used toilet tissue on ebay.  #coronavirus #stayathome #covid19  #myquarantineinagif  #healthworkers #healthcareheroes #flattenthecuve #toiletpaper #toilettissue #disgusting #covidiot #notimeforjokes #cor,Neutral
"the grocery store wasn't bad as long as you weren't really particular about what you got. 

im now the proud owner of edemame spaghetti. #coronavirus",Negative
40 best online shopping sites for womens clothing and accessories that are giving back during covid-19  lets believe in god gifts to us lets slowly slowly bring the color to our life,Extremely Positive
its 2027. president omar unveils the memorial to the brave heroes that held this country together during the #coronacrisis of 2020. grocery store workers and tom nook.,Extremely Positive
grocers efforts to accelerate online ordering and parking lot pickup can t come soon enough i ve also seen stores offer prebagged essentials at the very least let people reserve shopping windows via phone and internet to limit traffic,Neutral
?psa! reminder only go to the grocery store if you absolutely need to. and do not bring the whole family only one person per household needs to come in. #coronavirusupdate #coronavirus #covid19on #covid19 #covid #covid_19 #socialdistanacing #staysafestayhome #safespace,Neutral
scammers are trying to take advantage of the pandemic to steal money learn how to spot and stop government impostor mt,Negative
"after consider under such situations that all eggs out of stock in supermarket ( like toiletries), im gonna fed some chickens and ducks in my balcony. good idea? #uklockdown #covid_19 #stopstockpiling",Extremely Positive
so india is gonna go into total lockdown for 21 days from 12:00am midnight. this could spell disaster for a lot of low income families who have not had the ability to stock up on food items for such a long period. #covid_19india #covid2019 #covidindia,Extremely Negative
"#shopkick teamed up with @nrfnews to reveal eye-opening data on shifting consumer shopping behavior, and to offer critical recommendations for retailers during these uncharted times. #covid19 #retail",Negative
"in our time of need, we need to invest in others.  in return, we will prosper!

#giveanditshallbegiven #heavenseconomy #blessings #blessedbeyondmeasure #hoarding? #toiletpaper? #coronavirus?",Neutral
"im walking to the supermarket for a food run thinking of how to prolong the sweet ecstacy of browsing the aisles and watching other humans from afar like in a zoo
#socialdistancing #covid_19",Extremely Positive
"yeah, in light of the current #coronavirus #quarantine, we've all had to lower our standards a bit. #toiletpaper #toiletpaperpanic  #toiletpaperemergency #imadethis",Neutral
"former ff-medic, now a pharmacist, donates hand sanitizer to fd.
?? 
#coronavirus #donations #fire_ems #health_and_wellness #infectious_diseases #pharmacology #safety #firefighter #paramedic #fda",Extremely Positive
littleproudmp writing in i appreciate people are worried about covid 19 but those fighting in the aisles are more in danger of catching the disease by their actions than we ever are of running out of food,Extremely Negative
hand sanitizer #covid19 #coronavirus #covid #corona #handsanitizer #healthy #covid_19,Positive
"in continuation to my previous post, this is a very relevant read.

""when the covid-19 crisis is over, capitalism will have moved to a new stage. consumers will be more thoughtful about what they consume and how much they need to consume.""",Negative
sorry everybody look s like meat or at least pork prices are going up up up due to,Positive
"every1 crazy about empty shelves in grocery shops. come on people, if normally 50% of my meals at work, and 2x in a week in restaurant and now suddenly 100% of meals at home, then necessarily i need to buy more food. it is not panic shopping, it's conservation of mass #covid_19",Negative
19 it should be made a criminal offence for people to unfairly profit from this situation e g by selling ordinary products at greatly inflated prices retweet if you agree,Negative
"this is from a friend in colorado. 

fuck you if youre being anything other than kind and polite to grocery store staff right now. 

#coronavirus
#covid_19",Positive
food shortage fears as fruit and veg could be left to rot in fields amid covid-19 crisis #coronavirus #coronavirusuk,Extremely Negative
retailers and grocery stores are trying to adapt to covid-19. some are staying open with reduced hours.,Neutral
i would like to give a big shout out to all supermarket workers who have been working throughout crisis dealing with the public without protective gear and on low pay we are very grateful,Negative
"for consumer attitudes and sentiment relating to covid-19, across 13 markets globally, including uk.
#covid19 #newnormal",Neutral
"and the music video of the year goes to....?????? 

#njalo

the concept???

#covid_19sa #locksouthafricadown #lockdownextended #day15oflockdown #sanitizer #coronavirus #somizi ?#@ambitiouz_ent? #?@augoldvodka #?@lasaucesa?",Neutral
all together are offering free and confidential advice and support to founders ceos and business owners of uk smes in the tech consumer retail and hospitality spaces affected by covid 19 check it out here,Extremely Positive
you can support various small businesses by shopping online and still practicing there are some sweet deals available right now too and ships same day stay safe,Extremely Positive
"""like me, im sure you have been touched by the videos of people applauding #healthworkers from their balconies, or the stories of people offering to do grocery shopping for older people in their community""-@drtedros #covid19 #coronavirus",Extremely Positive
i don t know if we all how important staff are and most of them are probably only getting paid the minimum wage 19,Positive
we're working closely with our clients to provide additional assistance for those impacted by coronavirus through our client assistance program.,Neutral
this is in essence monetary stimulus being transmitted to the consumer.  it is a start but we need to see rates cut for consumer credit.,Positive
"benchmark data: how covid-19 is impacting sales and marketing performance [updated weekly]

the economic impact of covid-19 is undeniable. in the face of closures and shifting consumer behavior, businesses across the world have had to adapt to rapidly changing economic circu",Neutral
"@tuckercarlson please clarify, you said it is dumb pandemic-wise to let everyone go to the grocery store, but yet much more damaging to not have every go back to work? that is incoherent to me. more human interactions equal more infections. #covid19 #coro",Extremely Negative
"from our @per_hong, buying sprees might have an impact on #retail prices. ""either prices will start to go up as we see shortages, or companies will have to figure out new ways to move things around.""  #coronavirus",Negative
could online shopping for new homes become the new norm even after the crisis,Extremely Negative
"@gregalach @joannaccherry @ellajenny2 @douglas4moray @nicolasturgeon if any retail worker catches #coronavirus whilst working on a store in scotland, their company directors/management should be held to account along with nicola sturgeon &; the uk gove",Neutral
advice from the good people of twitter pls managed to get delivery slot for 80yo mother in law who is not online and used to shopping every 3 4 days thinking of at least 2 weeks of groceries was beyond her how to make best use without distressing her thx,Extremely Positive
dont forget to donate some food to your local food bank when you visit the supermarket. there are people out there who desperately need our help. i fear that they may have been forgotten about with all this #panicbuying mayhem going on. #foodbanks #coronavirus,Extremely Negative
"@realdonaldtrump mr. president i would like to know why my wife and i who are sick, she works in a grocery store i'm a veteran on disability can't get tested but i see movie stars, celebrities, athletes and harvey weinstein getting tested for covid-19?",Negative
"govt of guinea announces it will cover water&;electricty costs for the next 3 mths.
rent prices frozen till dec 2020.
public transport will be free for next 3 mths.
prices on pharmaceutical products &;basic necessities frozen.
country has  reported 128 covid-19 cases",Positive
"#covid?19 &; how it marks a new era in tv/film making.

feat: @2000ad @simonpegg @thewalkingdead #zombies #bojo #madmax #toiletpaper #bikers #cats #hoarding and many #livingdead more . . .

#coronavirus #sundaythoughts #isolation",Neutral
i used the litter box this morning not bad zero toilet paper,Positive
the pandemic is impacting economic activity on a global scale economic activity in china has declined significantly in the wake of the initial outbreak  surrounding asian economies are also feeling pressures,Negative
"@ladbabyofficial thank you we will keep on working hard and put out much stock as we can, every supermarket staff cleaner trolley person are risking their lives so you can have the products and food you want #stayhomesavelives  #keyworkerheroes #helpnhs #",Positive
when people behave like this does the human race deserve to come through this i mean we f ed up the planet people still buy the sun and now we ve got this maybe our time is done,Positive
"in a pandemic, working at a grocery store is risky -- and vital: as minnesotan's stock up to stay home amid the covid-19 pandemic, grocery stores like this cub foods in west st. paul are struggling to keep up...",Neutral
"with supermarket workers being valued and respected more than ever, is a new episode of @peterkay_co_uk 'car share' in the age of corona not the ideal tv show we all need right now?? #carshare #covid19 #tv #bbc #coronavirus",Extremely Positive
"several cyber scams involving false emails or text messages have been reported. all texans are advised to be on alert for electronic communications with dangerous attachments or fraudulent website links.

click below for tips to avoid cyber scams:",Extremely Negative
more hong kong residents visit supermarkets to buy things so that they can stay more at home during covid-19. reporter zhu dan discovers rice is particularly popular now in supermarket.#coronavirus #coronavirusoutbreak #china #covid19 #covid19 #covid2019 #covid?19 #hongkong,Positive
an open letter to panic buyers please share in the interest of sanity   thank you,Extremely Positive
#ghana: covid-19 and ghanas cocoa sector: cocobod loses 1 billion dollars to drop in cocoa prices (6-4-20),Negative
"you're out in 3 in baseball - i've struck out @ the grocery store 6 times in a row...

#covid2019 #chinesevirus #coronavirus",Negative
brescia lombardy a 48 y o supermarket cashier has died she had a high fever and called in sick on monday a mayor dead in emilia romagna in lazio a whole nuns institute tests positive almost 1 out of 10 cases is a medic so far 18 medical staff dead 19,Extremely Negative
"i urge everyone to stop panic buying. all essentials like food, vegetable and fruit shops, pharmacies, atms, petrol banks, etc, will remain open. please educate everyone around you.
#covid2019 #indiafightscorona @bjp4up @bjp4india @bjp4bisrakh",Negative
"purell hand sanitizer



#coronavirus #supplies #restock #bwcdeals",Positive
"hi world,
did you stock up on enough food?
#coronaviruspandemic
#covid_19 #stayathome",Neutral
#coronavirus fears may drive u.s. #ecommerce sales beyond 2020 projectionsand change how people shop in the future ? #retail #tech   by @retailshelley,Negative
"social distancing a diary: day 1
i am sunburnt and tired, netflix has lost its charm. my online shopping addiction is in full force, once that loses my interest may result to learning chinese so i can yell at the ceo of covid-19",Negative
the lord will provide toilet paper and turn your water into psalm 31 4 5 19,Neutral
gold prices well-supported as keeping interest rates ultra-low in response to the 2008 global financial crisis proves problematic for fighting the next one...read more:,Extremely Negative
i have now developed a huge obsession with online shopping thank you #coronavirus,Positive
"we can all now see that jobs that are never celebrated are absolutely essential to keep our society going. think of the refuse workers, the supermarket shelf stackers, the delivery drivers, the cleaners, those etc   etc just then everyone's eyes shut",Extremely Negative
"you leave the supermarket or the store or any place and throw your gloves on the floor, what are you? unconscious, subnormal? #covid-19",Negative
"i will make a big feast for you after we get rid of the zombie virus. but, please, do not panic and stay away from the food and drinks that suppress your immune system. know that i love you ???#coronavirus",Extremely Positive
"@runwalofficial in image we can see that we need these ? things to fight against #coronavirus :-

1. face mask 
2. hand gloves 
3. towel 
4. wash hand with sanitizer 
5. drink warm/hot water
6. fruits

#stayhomestaysafe
#runwalgroup",Extremely Positive
no shortage of food here as a wave of panic buying strikes many of the nation s biggest retailers due to as they work around the clock to transport and supply goods to fill empty shelves,Extremely Negative
people don t realize that we know a lot about this is the 7th human coronavirus there is a lot we know about the other six that are directly applicable to this one idsa spokesperson shares common misconceptions  more,Positive
"covid-19: how to protect yourself, avoid touching surfaces with your fingertips",Positive
"video conferencing (webcams etc) prices have skyrocketed in the us and hope this will not be permitted to happen in #southafrica!  we are needing to practice #physicaldistancing and most activities/business can be done via #virtualconnection, essential for business. #coronavirus",Positive
the la county s dept of consumer  business affairs office of small business will be increasing the capacity of its telephone call center to provide the best service possible they will respond to each online request within 48 hours,Extremely Positive
do sisters have a sense of humor yes we have video to prove it,Extremely Positive
#comeonboris bet you never had to go and get your own food from the supermarket #coronavirus #coronaviruspandemic,Neutral
"there are so many #logistics providers going above and beyond to ensure delivery of: 
supermarket #supplychain 
#pharmaceuticals 
medical #supplies &; equipment
check out local companies such as mitchell's logistics helping with #covid relief:",Extremely Positive
@templetonf @rnzconcert can so appreciate how you feel. @rnzconcert is a life saver - planning on listening on the way to the supermarket for my normal weekly supermarket shop. going to the supermarket is now quite a surreal experience given #covid_19 .,Positive
as fights to overcome the pandemic the food industry is crucial in helping avoid wide scale panic our correspondents take a look inside one distribution centre in,Extremely Negative
"@senatemajldr id like to see senate gop to not give billions of the peoples money to big business without forbidding stock buyback or raises/bonuses/dividends.

the gop told everyone that covid-19 was no big deal, just like any flu. 

we want $",Extremely Positive
excited to share the latest addition to my #etsy shop: 2020 the year shit got real unisex t-shirt/woman's tee  #toiletpaperwars #toiletpaper #coronavirus #shitgotreal #expressyourselfbydon,Neutral
who highlights that the covid-19 is not a foodborne disease &;ndash; care must be taken to minimize impacts on food supply #stock #marketscreener,Positive
egg prices are skyrocketing because of coronavirus panic shopping -  #covid1 #coronavirus,Negative
one of my gun-nut neighbors just blew through at least 100 rounds of ar bang penis subsitute assault rifle powpow ammo for what? to warn off any wheezy covid-19 sufferers? i'll bet he's hoarding all of the toilet paper and soup that are suddenly missing from the local supermarket,Extremely Negative
"@grumpykat11 hi.  we haven't increased any of our product prices due to the covid-19 situation, and wouldn't do so.  do you have any more information to dm on the product and price it was/is?",Positive
"social distancing + retail therapy= online shopping
 ?snag 25-40% off our entire online store now ?
#shopbarefoot #gonoles #fsu #floridastateuniversity #seminoles #socialdistancing #tees",Neutral
supermarket in saar closed as covid-19 precaution,Neutral
"will social distancing accelerate a trend toward home as headquarters? full article - 

? covid19 help &; support
? see profile for more

#coronavirus #covid19 #bakersfield #socialmediamarketing #networkmarketing",Extremely Positive
"m*a*s*h #coronavirus #toiletpaperpanic #toiletpaperapocalypse #toiletpapercrisis #covid19 

@alanalda and #waynerogers were hilarious together.

seriously #stoppanicbuying. there are other people that need to feed their families and diaper their babies. #wereallinthistogether",Positive
"@nadia_a_mirza @pakedumov @drmuradpti @usmanakbuzdar @pakpmo @schooledupunjab @saeedghani1 @educationkp parents demand to waive-off schoolfee due to #covid2019 #corona pandemic

as govt have stop us to do our work/business.
we hv very little to fulf",Negative
"i launched online networking with @collabor8uk two years ago, but was told itd never take off. wed get one or two joining but we all agreed we preferred face to face... how times have changed! now were back, enjoying home bar prices! #networking #coronavirus #businessowner",Extremely Positive
empty shelves once filled with toilet paper it is one of the more enduring   and strange   images of the covid 19 crisis but scenes like these are not uncommon in times of stress as they are products of the irrational consumer mind,Extremely Negative
"so everyone in the world has been told to stay in isolation and some even lockdown.. people are losing their jobs, losing money, sick, anxious.. and the government decides now is the time to higher the council tax!!! oh and @skyuk also think it's good to put prices up?
#covid_19",Extremely Negative
"in our latest podcast, our retail energy experts focus on three themes: supplier tariff offerings, the impact of wholesale prices which have been affected by covid-19 and regulatory intervention. listen free here: 
#covid19 #coronavirus #energy #supplier",Positive
food retail workers need comprehensive covid 19 safety guidelines to protect them as they help us stock and re stock our pantries says sen,Extremely Positive
our country is under attack and we have no president.,Extremely Negative
you never know how much you shit until you have to ration toilet paper. #coronavirus #toiletpaper #covid19 #stayhome,Negative
"like many other food pantries across the nation, the platte county food pantry is seeing a significant increase in traffic as the covid-19 crisis continues to affect communities big and small.",Positive
"atleast our pm should have the courage not to take electricity and gas bills from the locked down provinces.  petrol prices are way down too. business is also dead in your regime
#covid_19 #coronaviruspakistan #lockdown @imrankhanpti @pid_gov @pti @foreignofficepk @fawadchaudhry",Negative
"everyone out here panic buying food and toilet roll, and ive just sat and panic bought a bunch of new sex toys. covid-19 may have delayed any new collab work but you can bet your ass youll still be getting the hottest content from me ??",Extremely Negative
"@mayorofla yeah, id rather be coooed up inside a supermarket, than an open-air farmers market. the dtla 4th street market was vacant sunday. local farmers need us, and we need them more than we need supermarkets  #losangeles #covid19 #coronavirus #sta",Positive
sometimes its hard to describe why i enjoy visiting and living in germany so much. last visit i went to a chinese restaurant with a friend and who walks in&;sits not 10ft away but merkle. here she is shopping in a local supermarket in berlin:wine and toilet paper #coronavirus,Positive
"so far so good!

4 traders arrested over hiking commodity prices after museveni warning  #covid19ug  #monitorupdates #coronapandemie #iwillstayathome #coronavirus
? daily monitor 

#luluatvconnected",Negative
this was an hour after opened my dad was shook this is stupidness,Negative
arrests man for business email scam peddling masks sanitizer,Extremely Negative
wiped out of toilet paper? here's what led to empty store shelves |  #coronavirus #toiletpaper,Negative
"ottawas #resalemarket took a hit in march because of covid-19, but prices remained buoyant.  #ottawahomes",Positive
see the results of our new research on consumer product needs during covid-19 in our upcoming webinar series!,Neutral
"social distancing day 23
- went to the grocery store. still no flour, tp, or sanitizing wipes.
- i figured i was going to be the only one wearing a mask, so i was pleasantly surprised when i wasn't.
- i made a new friend today.
 
#stayhomesavelives #covid19",Extremely Positive
"the trotters are out, dealing them loo rolls ? #coronavirus #toiletpaper #trotters #onlyfoolsandhorses",Neutral
"the lockdown needs to happen now

an hour for nhs workers and tesco staff at the supermarket = an hour of physical closeness in huge numbers to spread #covid_19 between key workers ?+?+?+?+?+?+? 

this government is killing people, through inaction",Extremely Negative
"@abpmajhatv @abpnews @abpnewshindi @rajatsharmalive 
food quality very bed this type of very harmful of poor person in present time covid 19 
stock of food on very oldest
visited the shop and related matter shown troguh your news channel to
goverm",Negative
"in #pakistan @imrankhanpti announces relief package. 
decreases oil prices while as in #india oil prices were increased this week. 

#coronaviruspandemic #coronavirus",Extremely Positive
and have donated a combined  100 000 to the to help food banks in greater manchester meet increased demand from vulnerable people as a result of the pandemic it s after the clubs announced a joint appeal for funds,Positive
"its relevant from the doctor who might be putting a breathing tube into a critically-ill patient with covid-19
but not to a person at the grocery store walking by another person, or people walking past each other in a park...
12/",Negative
work in #consumergoods? how is the #coronavirus affecting your business? weigh in our short poll.  #cpg,Neutral
"with #coronavirus affecting industries across the u.s. and the world, acosta announced a new research initiative to track evolving consumer shopping habits and provide guidance to help retailers and brands keep shelves stocked. download the publication:",Positive
"lesson 43 from #covid_19 :

- never live somewhere there isnt a local:
butcher
baker
greengrocer

 #supermarket chains dont work ????",Neutral
"#coronavirus &gt; #hospital workers, #security #police #firemen #teachers &; #supermarket workers, #delivery people, #janitors, #cashiers who have never been paid what they are worth &gt; we salute you w/ a 21-gun salute | fire &gt; 45,000,000 views on you tube ...",Positive
"mpe prepared to continue providing safe and reliable electric service, adopts covid-19 consumer and employee safety measures. read more:",Extremely Positive
"as covid-19 cases continue to rise, a simple task like grocery shopping has become stressful for many people.

here's the right way to clean and sanitize your reusable grocery bags.",Positive
"if you are or know a company who is struggling with website traffic or just needs help during the #covid2019 pandemic, please write to us. our team is ready to help you get the traffic back. we will be offering the lowest prices available.

we would appreciate it if you could rt.",Extremely Positive
"and just like that... health care workers, grocery store employees, and truck drivers became more important than actors, pro athletes and famous musicians. #coronavirus 
#twgrp #whitehouse #leadright #maga  #maga2020 #kag  #kag2020 #trump2020landslidevictory",Extremely Positive
"in addition tothe long list of companies that have temporarily shuttered storesdue to covid-19, some grocery stores that have traditionally kept their doors open on the holiday will be closed to give employees a day off.",Positive
"ok so with so much going around about covid 19, i've been told people with asthma need to self isolate for 12 weeks, is this correct?i'm 22 and i work in a supermarket so constantly around people. i cant afford to self isolate but also don't want to put myself and others at risk?",Negative
"the economic downturn, cheap oil + gas prices &; global supply chain disruptions will likely have major consequences for clean energy development + climate action.

at 4:00 pm today, @acglobalenergy hosts ""covid-19: clean energy and climate impacts""",Extremely Positive
"care, creative thinking, and new tools can address customers acute needs today and forge stronger ties #covid-19 expanded version of the one pager earlier #consumer #d2c",Extremely Positive
for now american food producers are not experiencing production troubles during the pandemic the barren shelves are simply a reflection of the unusual increase in demand,Positive
"grocery store ready, thank you thirdoctavesteph for keeping me safe!                                                             #quarantine #socialdistancing #facemask #goodtogo #saftyfirst @ creston, grand rapids",Extremely Positive
gd travel news uk congratulations to this couple who got engaged in the tonbridge branch of british supermarket iceland after their planned holiday to the country was postponed due to where the proposal was to have taken place,Extremely Positive
nice of @marksandspencer to do its bit during #coronavirus time by advising people on ways to store their food after they have panic bought everything in sight so people with limited storage space don't have much to eat,Negative
kabelaw gallie interestingly kabelaw i watched an interview yesterday morning that spoke to this one of the most dramatic shifts in consumer behavior will be their spending habits post covid 19 a factor to consider when looking at the economic recovery almost as traumatic as the ww,Negative
"hul reduces prices of lifebuoy sanitizers, liquid handwash, floor cleaners by 15% n pledges rs.100 cr to fight #coronavirusoutbreak

i appreciate ? n thank @hul_news ? to listen to our demand when india needs it most

now other #fmcg cos. must act

jai hind??????
@zeebusiness",Positive
marketeers your selling point this season should be buy the item plus free sanitizer #coronavirus,Positive
this is disgraceful australians need to get their act together and stop taking out their own issues on the supermarket workers and health care employees,Positive
"(3/3) @cyrilramaphosa announced the covid-19 block exemption last night for the healthcare sector and the consumer and customer protection under the competition act and customer protection act.

read more here:  #cttoncorona@webberwentzel #wwinsights",Negative
"looking up brand and consumer responses to covid-19 on tiktok.

10 minutes later: watching a tiktok of a duck someone raised in their college dorm.",Neutral
"you will also start getting priority access to supermarket delivery slots, which will begin next week. 

you can register for these via text using the phone number included in your letter. for those without a mobile, please call your local authority ??",Negative
"fda: we want to alert the american public that, at this time, the fda has not authorized any test that is available to purchase for testing yourself at home for covid-19.",Positive
"#protip: you want to save on #toiletpaper, use #metamucil.  one wipe and you're done.  grow up people and stop hoarding and be smart.
#coronavirus
#covid19
#stoptheinsanity",Extremely Positive
"#inflation #economy #covid_19 ""should the oil price war intensify and covid-19 lead to a downturn in the economy in the middle of the year, there is a good chance that inflation will be negative for a period of time this year, and perhaps for all of 2020,",Negative
koko pimentel went to a hospital birthday parties meeting session and grocery store when he knew the whole time that he s covid 19 positive,Extremely Positive
home coronavirus covid 19 testing kits are for sale and being posted online locally but there are some things you need to know,Neutral
"longboat key's publix store has put a customer limit on water, toilet paper and paper towels.

the grocery store is limiting each customer to one case of water, one package of toilet paper and one package of paper towels.  #coronavirus",Neutral
i work in the retail industry and got the call ive been dreading store will be closing and will re-open when covid-19 settles. really sucks as once all my annual leave is used it will be annual leave unpaid :( maybe its a blessing in disguise and i start streaming?,Extremely Negative
"if youre buying food, please eat it... #foodwasteand #foodinsecurity rising amid #coronavirus panic | food and environment reporting network",Negative
advice for residents with online address problems the increase in online shopping as a result of the covid 19 pandemic has seen a number of people in powys find out that their address is not being recognised by online retailers,Neutral
@petertimmins3 @psime @deborahmeaden same in spain but where we live most supermarket produce is locally grown &; delivered *uk supplychain ok my arse* how can it be when where most of uks stock comes from is in lock down? #covid_19,Positive
seniors grandparents the republican party and i call upon you join the die for the dow movement go to work raise our stock prices help us make america young again,Positive
coronavirus concerns drag consumer confidence in africa #covid19 #coronavirus #kenya #ghana,Positive
the goodthing abt #coronavirus #economiccrisis is as someone who follows many items on #ebay prices have yet to collapse on used items. partially sellers are living in denial of reality.1st local #bankruptcy already happened (#apple reseller) prices will drop faster than stocks,Negative
whats going on  pre covid this orange juice sold for r29.99. before 2 april r39.99. yesterday r47.99. excessive pricing?,Neutral
check out our #covid_19 supermarket sweepstakes! for a chance to win $500 ???,Extremely Positive
coronavirus robocalls prey on consumer fears,Negative
can the faculty of science and engineering in the put human emaswati lives first ahead of profits during the 19 crisis we appreciate the initiative of the hand sanitizers but the prices are high,Positive
the responses of consumption and prices in japan to the covid-19 crisis and the tohoku earthquake,Extremely Negative
so i ve just gone on leave from my cashier job due to covid 19 and not wanting to give it to my parents income s gonna be uncertain for a while now so i m gonna be cutting my prices by 25 and opening up two more commission slots,Negative
"i'm gonna buy a #selfiestick and tape a #rubberglove to it and do this for the idiots who don't back tf up off me at the supermarket! #socialdistancing gonna turn to #socialslapping in a minute. ?.
.
#coronavirus",Neutral
"... whereas #shelterinplace means we now have to raise our hand and ask permission to go to the grocery store. permission will be granted, but first society will sigh, give us the skink eye, and ask why we didn't think of that before the #coronavirus.",Positive
"if you do need to go to your local supermarket during this period of covid-19 social distancing &; isolation, please try to use contactless payments (or ideally mobile payments) as much as you can instead of cash.

#wednesdaywisdom #coronavirus #askdrh",Positive
3am walk to grocery store with eminem's fall as my company. should i worry?? #pandemia #socialdistancing #youneedgroceries #eminem,Negative
"the #coronavirus epidemic will end soon ...

people will return to their usual affairs.
the #stockmarket will recover.
the #cryptocurrency market will recover.
such prices as today we are unlikely to see in the coming decades. 

do not miss your chance - #invest in #xdna today!",Negative
gold prices set for record highs says most bearish forecaster as covid-19 smashes france gdp by 6%,Neutral
consumer protection authorities highlight need to remain compliant in the face of covid-19  via @osborneclarke,Positive
to you geniuses bringing your into the supermarkets while you re wearing your masks sunglasses bandanas and garbage bags etc your pooch is exposed to oh and your precious pooch doesn t belong in the supermarket,Positive
local food banks need help from the #grandeprairie region to meet increased demand for food supports due to covid-19. details:  #covid19ab,Extremely Positive
in collaboration with the government the tech startup is stepping up to the covid 19 challenge by using its technology expertise to develop an online directory for grocery shopping during lockdown 19,Positive
people at the grocery store need to calm the fuck down. i was only sniffling because a did a couple of bumps of coke in the parking lot not because i have coronavirus. spraying me down with lysol was uncalled for!!! #coronavirus #quarentinelife #bored,Negative
the surge in demand from coronavirus has made people over-stock their houses and food suppliers can't keep up with the high demand. read more ?? #consumerbehavior #coronavirus #covid19,Negative
"this is going to be a very rough week for us here in the u.s.
#coronavirus

everyone please listen to dr. brix who wants everyone to #stayathome 

please don't go to the grocery store... eat what you have on hand in your cupboard. also don't go to the pharmacy.
#shelterinplace!",Extremely Positive
when you haven t been to the grocery store in 22 days but now you re out of chapati flour and don t want to pay shipping,Neutral
stood up john buys toilet paper...  just a little humor to help us get through these difficult times. stay safe! #stoodupjohn  #toiletpaper #humor #laugh #smile #comedy #joke #coffee #comic  #quarantine #coronavirus #virus #covid19 #pandemic #toiletpaper #toiletpaperpanic,Positive
"what's worse, being sick or being sick of the bs?
#trumpliedpeopledied #coronavirus #toiletpaper #trumppandemic #covid_19 #coronavirusupdate #politics #poster #shirts #fkthebs #workingfromhomelife #handsanitizer #handwashing  #fed #trumppressconference",Extremely Negative
best day ever! found lots of toilet paper today! #coronavirus #toiletpaper #thelordprovides,Extremely Positive
"the propaganda through #whatsapp messages started to create artificial food shortage in #pakistan after #coronavirus alarm!
now panic buying will start, give rise to hoarding, profiteering &; black-marketing to add to hunger &; poverty.
traders will make the most of it too! ????",Extremely Negative
here in the congo in lubumbashi people will rather die from starvation a sack of flour was 35 000 cdf 20 but went straight to 80 000 cdf 45 it s sad the prices are going up quickly while everyone is almost confined 19 and food insecurity,Extremely Negative
"i love the usps. only the most respect to my mail carriers and postal workers out there. 

what trends, if any, are you seeing in the online shopping orders your carriers are delivering? i would say 80 percent nonessentials.",Extremely Positive
